macro_topic,macro_topic_name,source,subgroup,final_merge_group_id,micro_topic_id,topic_label,topic_name_original,topic_summary,year,year_frequency,denominator_source_docs_in_macro_topic,relative_share_of_macro_topic_source_docs,year_document_count,annual_source_macro_document_count,annual_document_prevalence,external_unique_document_count,external_topic_size_count,external_group_size_count,best_matched_corporate_group_id,best_matched_corporate_label,best_cosine_similarity,topic_id
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2012,0,19586,0.0,0,181,0.0,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2013,0,19586,0.0,0,215,0.0,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2014,1,19586,5.1056877361380575e-05,1,272,0.0036764705882352,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2015,6,19586,0.0003063412641682,6,357,0.0168067226890756,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2016,3,19586,0.0001531706320841,3,372,0.0080645161290322,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2017,6,19586,0.0003063412641682,5,441,0.0113378684807256,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2018,10,19586,0.0005105687736138,9,870,0.0103448275862068,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2019,18,19586,0.0009190237925048,17,1308,0.0129969418960244,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2020,13,19586,0.0006637394056979,13,1524,0.0085301837270341,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2021,22,19586,0.0011232513019503,20,1700,0.0117647058823529,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2022,16,19586,0.000816910037782,16,2007,0.0079720976581963,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2023,35,19586,0.0017869907076483,34,3278,0.010372178157413,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2024,51,19586,0.0026039007454304,49,6026,0.0081314304679721,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_PG10,21,Oceanographic Waves and Marine Energy Technology,21_oceanographic_waves_ocean_wave,"The micro-topic tracks the evolution of research interest in harnessing ocean waves and marine environments for energy generation, transitioning from broad strategic views to highly technical engineering and deployment challenges, with a strong late-stage convergence toward offshore wind infrastructure.",2025,18,19586,0.0009190237925048,17,2759,0.0061616527727437,197,206,2,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5883891582489014,academic_T1::academic_T1_PG10
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2000,0,19586,0.0,0,9,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2001,0,19586,0.0,0,23,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2002,0,19586,0.0,0,21,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2003,0,19586,0.0,0,18,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2004,0,19586,0.0,0,24,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2005,0,19586,0.0,0,38,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2006,0,19586,0.0,0,50,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2007,0,19586,0.0,0,50,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2008,0,19586,0.0,0,75,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2009,0,19586,0.0,0,73,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2010,0,19586,0.0,0,119,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2011,0,19586,0.0,0,136,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2012,3,19586,0.0001531706320841,3,181,0.0165745856353591,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2013,3,19586,0.0001531706320841,3,215,0.013953488372093,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2014,1,19586,5.1056877361380575e-05,1,272,0.0036764705882352,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2015,1,19586,5.1056877361380575e-05,1,357,0.0028011204481792,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2016,0,19586,0.0,0,372,0.0,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2017,1,19586,5.1056877361380575e-05,1,441,0.0022675736961451,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2018,3,19586,0.0001531706320841,3,870,0.0034482758620689,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2019,4,19586,0.0002042275094455,4,1308,0.0030581039755351,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2020,11,19586,0.0005616256509751,11,1524,0.0072178477690288,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2021,8,19586,0.000408455018891,6,1700,0.0035294117647058,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2022,9,19586,0.0004595118962524,9,2007,0.0044843049327354,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2023,13,19586,0.0006637394056979,13,3278,0.0039658328248932,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2024,35,19586,0.0017869907076483,35,6026,0.00580816461998,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T1,Clean energy transition,academic,academic_T1,academic_T1_S063,25,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),63_turbines_vawt_vawts_airfoils,"The micro-topic tracks the evolution of turbine design, heavily focusing on aerodynamic optimization, transitioning from general CFD application to specific focus on VAWTs, and culminating in integrated urban deployment strategies.",2025,26,19586,0.0013274788113958,26,2759,0.0094237042406669,116,118,1,corporate_T1_PG03,HCF Capability and Renewable Profitability Trajectory,0.5395153760910034,academic_T1::academic_T1_S063
T2,Operational sustainability and circular production,academic,academic_T2,academic_T2_PG03,3,Circularity and Sustainable Resource Management in Industrial Contexts,3_circularity_ukraine_circular_ukrainian,"The micro-topic traces the evolution of circularity concepts from highly technical process optimization (steel, energy) through various material streams (e-waste, mining) to a strong focus on geopolitical application in Ukraine's energy transition.",2000,3,12332,0.0002432695426532,3,23,0.1304347826086956,3472,3622,20,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle",0.6105185151100159,academic_T2::academic_T2_PG03
T2,Operational sustainability and circular production,academic,academic_T2,academic_T2_PG03,3,Circularity and Sustainable Resource Management in Industrial Contexts,3_circularity_ukraine_circular_ukrainian,"The micro-topic traces the evolution of circularity concepts from highly technical process optimization (steel, energy) through various material streams (e-waste, mining) to a strong focus on geopolitical application in Ukraine's energy transition.",2001,4,12332,0.0003243593902043,4,31,0.1290322580645161,3472,3622,20,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle",0.6105185151100159,academic_T2::academic_T2_PG03
T2,Operational sustainability and circular production,academic,academic_T2,academic_T2_PG03,3,Circularity and Sustainable Resource Management in Industrial Contexts,3_circularity_ukraine_circular_ukrainian,"The micro-topic traces the evolution of circularity concepts from highly technical process optimization (steel, energy) through various material streams (e-waste, mining) to a strong focus on geopolitical application in Ukraine's energy transition.",2002,11,12332,0.0008919883230619,9,39,0.2307692307692307,3472,3622,20,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle",0.6105185151100159,academic_T2::academic_T2_PG03
