macro_topic,macro_topic_name,corporate_subgroup,corporate_final_merge_group_id,corporate_topic_label,corporate_topic_summary,year,series_role,source,year_frequency,denominator_source_docs_in_macro_topic,relative_share_of_macro_topic_source_docs,year_document_count,annual_source_macro_document_count,annual_document_prevalence,n_contributing_external_topics,contributing_external_group_count,contributing_external_groups_json,series_unique_document_count,series_topic_size_count,corporate_topic_size_count,corporate_group_size_count,corporate_unique_document_count,corporate_topic_id
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2015,academic_aggregate,academic,0,19586,0.0,0,357,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2016,academic_aggregate,academic,0,19586,0.0,0,372,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2017,academic_aggregate,academic,0,19586,0.0,0,441,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2018,academic_aggregate,academic,0,19586,0.0,0,870,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2019,academic_aggregate,academic,0,19586,0.0,0,1308,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2020,academic_aggregate,academic,0,19586,0.0,0,1524,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2021,academic_aggregate,academic,0,19586,0.0,0,1700,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2022,academic_aggregate,academic,0,19586,0.0,0,2007,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2023,academic_aggregate,academic,0,19586,0.0,0,3278,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2024,academic_aggregate,academic,0,19586,0.0,0,6026,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2025,academic_aggregate,academic,0,19586,0.0,0,2759,0.0,0,0,[],0,0,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2000,corporate,corporate,0,176,0.0,0,0,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2001,corporate,corporate,0,176,0.0,0,0,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2002,corporate,corporate,0,176,0.0,0,1,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2003,corporate,corporate,0,176,0.0,0,0,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2004,corporate,corporate,0,176,0.0,0,1,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2005,corporate,corporate,0,176,0.0,0,4,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2006,corporate,corporate,0,176,0.0,0,8,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2007,corporate,corporate,0,176,0.0,0,6,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2008,corporate,corporate,2,176,0.0113636363636363,2,26,0.0769230769230769,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2009,corporate,corporate,2,176,0.0113636363636363,2,29,0.0689655172413793,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2010,corporate,corporate,3,176,0.0170454545454545,3,18,0.1666666666666666,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2011,corporate,corporate,2,176,0.0113636363636363,2,22,0.0909090909090909,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2012,corporate,corporate,3,176,0.0170454545454545,3,43,0.0697674418604651,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2013,corporate,corporate,2,176,0.0113636363636363,2,33,0.0606060606060606,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2014,corporate,corporate,2,176,0.0113636363636363,2,34,0.0588235294117647,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2015,corporate,corporate,1,176,0.0056818181818181,1,29,0.0344827586206896,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2016,corporate,corporate,1,176,0.0056818181818181,1,21,0.0476190476190476,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2017,corporate,corporate,4,176,0.0227272727272727,4,28,0.1428571428571428,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2018,corporate,corporate,3,176,0.0170454545454545,3,28,0.1071428571428571,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2019,corporate,corporate,1,176,0.0056818181818181,1,17,0.0588235294117647,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2020,corporate,corporate,2,176,0.0113636363636363,2,23,0.0869565217391304,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2021,corporate,corporate,0,176,0.0,0,17,0.0,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2022,corporate,corporate,2,176,0.0113636363636363,2,18,0.1111111111111111,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2023,corporate,corporate,2,176,0.0113636363636363,2,24,0.0833333333333333,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2024,corporate,corporate,4,176,0.0227272727272727,4,25,0.16,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2025,corporate,corporate,14,176,0.0795454545454545,11,28,0.3928571428571428,0,0,[],47,50,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2000,media_aggregate,media,0,2366,0.0,0,4,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2001,media_aggregate,media,0,2366,0.0,0,13,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2002,media_aggregate,media,0,2366,0.0,0,16,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2003,media_aggregate,media,0,2366,0.0,0,18,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2004,media_aggregate,media,5,2366,0.0021132713440405,2,15,0.1333333333333333,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2005,media_aggregate,media,1,2366,0.0004226542688081,1,25,0.04,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2006,media_aggregate,media,0,2366,0.0,0,36,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2007,media_aggregate,media,0,2366,0.0,0,50,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2008,media_aggregate,media,1,2366,0.0004226542688081,1,62,0.0161290322580645,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2009,media_aggregate,media,1,2366,0.0004226542688081,1,37,0.027027027027027,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2010,media_aggregate,media,0,2366,0.0,0,51,0.0,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2011,media_aggregate,media,2,2366,0.0008453085376162,2,89,0.0224719101123595,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2012,media_aggregate,media,3,2366,0.0012679628064243,2,122,0.0163934426229508,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2013,media_aggregate,media,5,2366,0.0021132713440405,4,115,0.0347826086956521,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2014,media_aggregate,media,7,2366,0.0029585798816568,7,175,0.04,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
T1,Clean energy transition,corporate_T1,corporate_T1_S004,Energy Supply Chain Vulnerabilities in Mining,"The micro-topic tracks the evolution of mining's dependence on energy and utilities, moving from localized supply chain risks to broader themes of energy source competition, regulatory shifts, and the transition toward decarbonization.",2015,media_aggregate,media,2,2366,0.0008453085376162,2,114,0.0175438596491228,1,1,"[{""subgroup"": ""media_T1"", ""final_merge_group_id"": ""media_T1_S007""}]",78,100,50,1,47,corporate_T1::corporate_T1_S004
