topic_id,year,top_words_json,representative_docs_json,public_safe
academic_T2::academic_T2_PG03,2002,"[""steelmaking"", ""smelting"", ""exergy"", ""steel"", ""furnaces""]","[{""year"": 2002, ""source"": ""academic"", ""chunk_id"": ""paper::1195dd598ec6d237b1465daf21e7e738f49680aa::chunk_0001"", ""source_doc_id"": ""1195dd598ec6d237b1465daf21e7e738f49680aa"", ""document_id"": ""1195dd598ec6d237b1465daf21e7e738f49680aa"", ""source_link"": ""https://www.semanticscholar.org/paper/1195dd598ec6d237b1465daf21e7e738f49680aa"", ""micro_topic_probability"": 1.0, ""snippet"": ""Life Cycle Analysis studies have been undertaken for a range of steelmaking routes, including conventional and emerging technologies. It has been shown that the new iron and steelmaking technologies based on coal can match greenhouse gas emissions (GGE) from gas based reduction processes when credits for slag use in cement, and for electricity from offgas, ..."", ""is_truncated"": true}, {""year"": 2002, ""source"": ""academic"", ""chunk_id"": ""paper::622e3049f6e25e5d9563f5e3721caa19cfc10b77::chunk_0001"", ""source_doc_id"": ""622e3049f6e25e5d9563f5e3721caa19cfc10b77"", ""document_id"": ""622e3049f6e25e5d9563f5e3721caa19cfc10b77"", ""source_link"": ""https://www.semanticscholar.org/paper/622e3049f6e25e5d9563f5e3721caa19cfc10b77"", ""micro_topic_probability"": 1.0, ""snippet"": ""Steel is a universal material and has reached a high level of sophistication in applications and recycling potential. Rules are indicated for maintaining the sustainability of recycling (DfR concept). Consumer goods should be designed so as to maximize metal utilization, which is the only economical solution to meet ambitious recycling levels. The present ..."", ""is_truncated"": true}, {""year"": 2002, ""source"": ""academic"", ""chunk_id"": ""paper::8714df8d8b3df02a5942bdb099daee7b3de4183a::chunk_0001"", ""source_doc_id"": ""8714df8d8b3df02a5942bdb099daee7b3de4183a"", ""document_id"": ""8714df8d8b3df02a5942bdb099daee7b3de4183a"", ""source_link"": ""https://www.semanticscholar.org/paper/8714df8d8b3df02a5942bdb099daee7b3de4183a"", ""micro_topic_probability"": 1.0, ""snippet"": ""Recycled steel accounts for 46% of the iron resource of the steel industry in the world and has generated a new production route, based on the electric arc furnace, that produces 33% of the world steel output. Recycling is fully integrated in the market economy and has gained experience and technologies that allow 75% of the steel of end of life products to ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2003,"[""hydrothermal"", ""valorization"", ""smelters"", ""metals"", ""galvanising""]","[{""year"": 2003, ""source"": ""academic"", ""chunk_id"": ""paper::47d8fd09d8227eda88a597320f9031f3b866c70d::chunk_0001"", ""source_doc_id"": ""47d8fd09d8227eda88a597320f9031f3b866c70d"", ""document_id"": ""47d8fd09d8227eda88a597320f9031f3b866c70d"", ""source_link"": ""https://www.semanticscholar.org/paper/47d8fd09d8227eda88a597320f9031f3b866c70d"", ""micro_topic_probability"": 1.0, ""snippet"": ""The different activities described by the generic word recycling are presented along with an evaluation of the benefits of recycling in terms of natural resources or energy savings and reduction of Green House Gas emissions. A detailed analysis is presented of steel recycling, by-product recycling and end of life consumer goods recycling. The GHG emissions ..."", ""is_truncated"": true}, {""year"": 2003, ""source"": ""academic"", ""chunk_id"": ""paper::48aa5976af194b5d53e7fc8e733e5f5daec7e56d::chunk_0001"", ""source_doc_id"": ""48aa5976af194b5d53e7fc8e733e5f5daec7e56d"", ""document_id"": ""48aa5976af194b5d53e7fc8e733e5f5daec7e56d"", ""source_link"": ""https://www.semanticscholar.org/paper/48aa5976af194b5d53e7fc8e733e5f5daec7e56d"", ""micro_topic_probability"": 1.0, ""snippet"": ""In a transition towards a sustainable petrochemical industry, its systemic structure and functions must be considered degrees-of-freedom in the search for and the specification of development options that reach beyond traditional research and development (R&D) and beyond the optimization of proven technology, proven system concepts and established process ..."", ""is_truncated"": true}, {""year"": 2003, ""source"": ""academic"", ""chunk_id"": ""paper::9ca3f36b0f3606d999979b09c4f6d01a4cda1737::chunk_0001"", ""source_doc_id"": ""9ca3f36b0f3606d999979b09c4f6d01a4cda1737"", ""document_id"": ""9ca3f36b0f3606d999979b09c4f6d01a4cda1737"", ""source_link"": ""https://www.semanticscholar.org/paper/9ca3f36b0f3606d999979b09c4f6d01a4cda1737"", ""micro_topic_probability"": 1.0, ""snippet"": ""The chemical industry can contribute to global sustainability by integration of evaluation of environmental impact with product and process design activities. We constructed an activity model to incorporate life cycle assessment (LCA) into the early phase of chemical process design. We showed that reaction, process and life cycle strongly relate to each ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2004,"[""recycling"", ""industrial"", ""stakeholders"", ""conclusions"", ""innovations""]","[{""year"": 2004, ""source"": ""academic"", ""chunk_id"": ""paper::12593609743a6b162cf29a425b2846a29fc10a61::chunk_0001"", ""source_doc_id"": ""12593609743a6b162cf29a425b2846a29fc10a61"", ""document_id"": ""12593609743a6b162cf29a425b2846a29fc10a61"", ""source_link"": ""https://www.semanticscholar.org/paper/12593609743a6b162cf29a425b2846a29fc10a61"", ""micro_topic_probability"": 1.0, ""snippet"": ""incorporation of ecological considerations in decision - making is essential for sustainable development, but is hindered by inadequate appreciation of the role of ecosystems, and lack of scientifically rigorous techniques for including their contribution. this paper develops a novel thermodynamic accounting framework for including the contribution of ..."", ""is_truncated"": true}, {""year"": 2004, ""source"": ""academic"", ""chunk_id"": ""paper::12593609743a6b162cf29a425b2846a29fc10a61::chunk_0002"", ""source_doc_id"": ""12593609743a6b162cf29a425b2846a29fc10a61"", ""document_id"": ""12593609743a6b162cf29a425b2846a29fc10a61"", ""source_link"": ""https://www.semanticscholar.org/paper/12593609743a6b162cf29a425b2846a29fc10a61"", ""micro_topic_probability"": 1.0, ""snippet"": ""##imates the contribution of ecosystems. such ratios, made available for the first time, provide unique insight into the importance of natural capital, and are especially useful in hybrid thermodynamic life cycle analysis of industrial systems. the approach, data compiled in this work, and the resulting insight provide a more ecologically conscious tool for ..."", ""is_truncated"": true}, {""year"": 2004, ""source"": ""academic"", ""chunk_id"": ""paper::14483b7be1bd4ec11859910385ed84140dda863e::chunk_0001"", ""source_doc_id"": ""14483b7be1bd4ec11859910385ed84140dda863e"", ""document_id"": ""14483b7be1bd4ec11859910385ed84140dda863e"", ""source_link"": ""https://www.semanticscholar.org/paper/14483b7be1bd4ec11859910385ed84140dda863e"", ""micro_topic_probability"": 1.0, ""snippet"": ""Industrial progress toward sustainability requires meaningful, practical, and scientifically sound metrics. Most existing metrics rely on information about material and energy inputs and emissions from the main process and selected processes in its life cycle. Such metrics often result in multiple conflicting variables, making it difficult to use them for ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2005,"[""lca"", ""ecological"", ""mining"", ""feasibility"", ""lifecycle""]","[{""year"": 2005, ""source"": ""academic"", ""chunk_id"": ""paper::7fa10cfc6c19e889ff2bb32e01b463199351bf6b::chunk_0001"", ""source_doc_id"": ""7fa10cfc6c19e889ff2bb32e01b463199351bf6b"", ""document_id"": ""7fa10cfc6c19e889ff2bb32e01b463199351bf6b"", ""source_link"": ""https://www.semanticscholar.org/paper/7fa10cfc6c19e889ff2bb32e01b463199351bf6b"", ""micro_topic_probability"": 1.0, ""snippet"": ""The present study focuses on the importance of characterization of waste/post consumer polymers. In recent years sophisticated instrumental techniques played an important role in identification and characterization of polymers. Advances in computer techniques have been combined with analytical instruments to give analytical speed, resolution and minimal ..."", ""is_truncated"": true}, {""year"": 2005, ""source"": ""academic"", ""chunk_id"": ""paper::ddb6cf024871d2be32cb7f93fc71d1f4f43316a4::chunk_0001"", ""source_doc_id"": ""ddb6cf024871d2be32cb7f93fc71d1f4f43316a4"", ""document_id"": ""ddb6cf024871d2be32cb7f93fc71d1f4f43316a4"", ""source_link"": ""https://www.semanticscholar.org/paper/ddb6cf024871d2be32cb7f93fc71d1f4f43316a4"", ""micro_topic_probability"": 0.8737178851056823, ""snippet"": ""Changing production patterns towards waste reduction in a globalizing world can be considered a starting point towards sustainable development. The aim of the chemical plant designer is to reduce pollutant emissions, not by cleaning the effluents but by diminishing the production of the undesirable compounds. The case study examined is focused on reducing ..."", ""is_truncated"": true}, {""year"": 2005, ""source"": ""academic"", ""chunk_id"": ""paper::cc661127759d89b45a33e920105e1ff7d21a7ed3::chunk_0001"", ""source_doc_id"": ""cc661127759d89b45a33e920105e1ff7d21a7ed3"", ""document_id"": ""cc661127759d89b45a33e920105e1ff7d21a7ed3"", ""source_link"": ""https://www.semanticscholar.org/paper/cc661127759d89b45a33e920105e1ff7d21a7ed3"", ""micro_topic_probability"": 0.8254284819210069, ""snippet"": ""Widely accepted concept of \""sustainable development\"" was originated from the report, \""Our Common Future\"", by World Commission on Environment and Development. Responding to the requirement for developing \""sustainable indicators\"" by Agenda 21 of the World Summit in Rio de Janeiro, many organisations all over the world have been developing and proposing the ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2006,"[""mining"", ""tailings"", ""mines"", ""reclamation"", ""ores""]","[{""year"": 2006, ""source"": ""academic"", ""chunk_id"": ""paper::13260ae0f6501126948b175b4540a74f0d4f8b85::chunk_0001"", ""source_doc_id"": ""13260ae0f6501126948b175b4540a74f0d4f8b85"", ""document_id"": ""13260ae0f6501126948b175b4540a74f0d4f8b85"", ""source_link"": ""https://www.semanticscholar.org/paper/13260ae0f6501126948b175b4540a74f0d4f8b85"", ""micro_topic_probability"": 1.0, ""snippet"": ""reverse logistics has been seen as a necessary cost of business, but more companies are seeing it as a core strategic activity. every firm needs to find more efficicient ways of reclaiming, redistributing, and disposing returns. for a fast growing industry, however, it is difficult to focus on structuring internal processes for reverse logistics because its ..."", ""is_truncated"": true}, {""year"": 2006, ""source"": ""academic"", ""chunk_id"": ""paper::13260ae0f6501126948b175b4540a74f0d4f8b85::chunk_0002"", ""source_doc_id"": ""13260ae0f6501126948b175b4540a74f0d4f8b85"", ""document_id"": ""13260ae0f6501126948b175b4540a74f0d4f8b85"", ""source_link"": ""https://www.semanticscholar.org/paper/13260ae0f6501126948b175b4540a74f0d4f8b85"", ""micro_topic_probability"": 1.0, ""snippet"": ""inha. ac. kr. + this work was supported by inha university research grant. ( inha - 34085 ) jung ung min and hun - koo ha 94 1. reverse logistics in high - tech industry traditionally, reverse logistics has been seen as a necessary cost of business, or a “ green ” initiatives, but more companies are seeing it as a core strategic activity ( mollenkopf and ..."", ""is_truncated"": true}, {""year"": 2006, ""source"": ""academic"", ""chunk_id"": ""paper::13260ae0f6501126948b175b4540a74f0d4f8b85::chunk_0004"", ""source_doc_id"": ""13260ae0f6501126948b175b4540a74f0d4f8b85"", ""document_id"": ""13260ae0f6501126948b175b4540a74f0d4f8b85"", ""source_link"": ""https://www.semanticscholar.org/paper/13260ae0f6501126948b175b4540a74f0d4f8b85"", ""micro_topic_probability"": 1.0, ""snippet"": ""time to focus on structuring the internal processes and using some of the best practices in the industry. this paper describes best practices of reverse logistics in hi - tech industry and identifies barriers in implementing those practices. further, we provide an insight for capturing these trends and leveraging them as a strategic core competency for this ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2007,"[""remanufacturing"", ""recycling"", ""reuse"", ""logistics"", ""remanufactured""]","[{""year"": 2007, ""source"": ""academic"", ""chunk_id"": ""paper::130a15a976d2cfc3ba5c5fc6f6532605e3ecda1c::chunk_0001"", ""source_doc_id"": ""130a15a976d2cfc3ba5c5fc6f6532605e3ecda1c"", ""document_id"": ""130a15a976d2cfc3ba5c5fc6f6532605e3ecda1c"", ""source_link"": ""https://www.semanticscholar.org/paper/130a15a976d2cfc3ba5c5fc6f6532605e3ecda1c"", ""micro_topic_probability"": 1.0, ""snippet"": ""A hierarchical approach is proposed to estimate the sustainability-potential of a chemical process, based on any of the alternative synthetic routes. This novel notion of sustainability-potential is a generalization of the notion of profit-potential, the estimation of which renders it possible to screen out economically nonviable processes derived from the ..."", ""is_truncated"": true}, {""year"": 2007, ""source"": ""academic"", ""chunk_id"": ""paper::489dff6e85b93f157dd692fb8d02b1e522ace85f::chunk_0001"", ""source_doc_id"": ""489dff6e85b93f157dd692fb8d02b1e522ace85f"", ""document_id"": ""489dff6e85b93f157dd692fb8d02b1e522ace85f"", ""source_link"": ""https://www.semanticscholar.org/paper/489dff6e85b93f157dd692fb8d02b1e522ace85f"", ""micro_topic_probability"": 1.0, ""snippet"": ""This paper discusses current environmental problems caused by energy utilization, energy-use patterns, and the role of green (renewable) energy systems as one of the potential solutions to challenging environmental problems, particularly global warming. It also presents some key aspects of green energy systems in terms of energy, exergy, environmental ..."", ""is_truncated"": true}, {""year"": 2007, ""source"": ""academic"", ""chunk_id"": ""paper::536e6555fef6e31ec3704e813e428ec4d09ad92e::chunk_0001"", ""source_doc_id"": ""536e6555fef6e31ec3704e813e428ec4d09ad92e"", ""document_id"": ""536e6555fef6e31ec3704e813e428ec4d09ad92e"", ""source_link"": ""https://www.semanticscholar.org/paper/536e6555fef6e31ec3704e813e428ec4d09ad92e"", ""micro_topic_probability"": 1.0, ""snippet"": ""Emergy analysis of both industrial and ecological processes can make process system engineering decisions that are ecologically conscious. However, the traditional emergy analysis usually focuses on the analysis of the entire industrial system or comparison between different systems. In order to find out the rules of each member industry's influence on the ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2008,"[""wastes"", ""defra"", ""reuses"", ""strategy"", ""reused""]","[{""year"": 2008, ""source"": ""academic"", ""chunk_id"": ""paper::1677e99bd6aa57c26232515a99cc524aed6f8688::chunk_0001"", ""source_doc_id"": ""1677e99bd6aa57c26232515a99cc524aed6f8688"", ""document_id"": ""1677e99bd6aa57c26232515a99cc524aed6f8688"", ""source_link"": ""https://www.semanticscholar.org/paper/1677e99bd6aa57c26232515a99cc524aed6f8688"", ""micro_topic_probability"": 1.0, ""snippet"": ""World primary copper production is expected to increase due to growing demand. Reflecting the geographical divergence of copper deposits and demanding industries, copper is produced by various production paths, differing in regional and technological aspects and related environmental pressures. For the mitigation of environmental pressures related to global ..."", ""is_truncated"": true}, {""year"": 2008, ""source"": ""academic"", ""chunk_id"": ""paper::21cfe9d2d887de4a49fcf86d79bbfcd23c8e1f1e::chunk_0001"", ""source_doc_id"": ""21cfe9d2d887de4a49fcf86d79bbfcd23c8e1f1e"", ""document_id"": ""21cfe9d2d887de4a49fcf86d79bbfcd23c8e1f1e"", ""source_link"": ""https://www.semanticscholar.org/paper/21cfe9d2d887de4a49fcf86d79bbfcd23c8e1f1e"", ""micro_topic_probability"": 1.0, ""snippet"": ""the life cycle assessment ( lca ) community is yet to come to a consensus on a methodology to incorporate land use in lca, still struggling with what exactly should be assessed and which indicators should be used. to solve this problem we start from concepts and models describing how ecosystems function and sustain, in order to understand how land use ..."", ""is_truncated"": true}, {""year"": 2008, ""source"": ""academic"", ""chunk_id"": ""paper::534ad0803a1c8e70b368a32a5c5fbca38a0af86d::chunk_0001"", ""source_doc_id"": ""534ad0803a1c8e70b368a32a5c5fbca38a0af86d"", ""document_id"": ""534ad0803a1c8e70b368a32a5c5fbca38a0af86d"", ""source_link"": ""https://www.semanticscholar.org/paper/534ad0803a1c8e70b368a32a5c5fbca38a0af86d"", ""micro_topic_probability"": 1.0, ""snippet"": ""new technologies, either renewables - based or not, are confronted with both economic and technical constraints. their development takes advantage of considering the basic laws of economics and thermodynamics. with respect to the latter, the exergy concept pops up. although its fundamentals, that is, the second law of thermodynamics, were already ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2009,"[""globalization"", ""recycling"", ""recycled"", ""capitalism"", ""material""]","[{""year"": 2009, ""source"": ""academic"", ""chunk_id"": ""paper::25b877ca877e68fbdbab49f48481282df414d528::chunk_0001"", ""source_doc_id"": ""25b877ca877e68fbdbab49f48481282df414d528"", ""document_id"": ""25b877ca877e68fbdbab49f48481282df414d528"", ""source_link"": ""https://www.semanticscholar.org/paper/25b877ca877e68fbdbab49f48481282df414d528"", ""micro_topic_probability"": 1.0, ""snippet"": ""Up to now, process specific integral resource consumption is barely used as criterion for the selection and improvement of fine chemical and pharmaceutical production processes. Reasons are the complexity of the supply networks in multipurpose plants and the requirement of a detailed data inventory from the production plant itself and from facilities ..."", ""is_truncated"": true}, {""year"": 2009, ""source"": ""academic"", ""chunk_id"": ""paper::5a667e8d4a4654ec1603cd1b4177bef3ae77a9ed::chunk_0001"", ""source_doc_id"": ""5a667e8d4a4654ec1603cd1b4177bef3ae77a9ed"", ""document_id"": ""5a667e8d4a4654ec1603cd1b4177bef3ae77a9ed"", ""source_link"": ""https://www.semanticscholar.org/paper/5a667e8d4a4654ec1603cd1b4177bef3ae77a9ed"", ""micro_topic_probability"": 1.0, ""snippet"": ""A thorough qualitative investigation of the relation between exergy losses and the environmental aspect of sustainability has been conducted. It is concluded that almost all environmental effects can be taken into account by studying the waste of feedstocks and energy, and the emission and dispersion of pollutants. On the basis of the results of two case ..."", ""is_truncated"": true}, {""year"": 2009, ""source"": ""academic"", ""chunk_id"": ""paper::9515713c2abf8c13c672886a4a24c7c1840226d3::chunk_0001"", ""source_doc_id"": ""9515713c2abf8c13c672886a4a24c7c1840226d3"", ""document_id"": ""9515713c2abf8c13c672886a4a24c7c1840226d3"", ""source_link"": ""https://www.semanticscholar.org/paper/9515713c2abf8c13c672886a4a24c7c1840226d3"", ""micro_topic_probability"": 1.0, ""snippet"": ""At present, the economy is increasingly internationally interconnected. Economic globalization requires systems approaches to promote sustainable economic development. The theory of material flow (MF) is one of the new theories that could positively contribute to the economic globalization. The theory of MF is also closely related to the concept of circular ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2010,"[""steel"", ""metals"", ""2050"", ""copper"", ""aluminium""]","[{""year"": 2010, ""source"": ""academic"", ""chunk_id"": ""paper::236cf920c1453e405bf28d7d70c53034a5ac6fa8::chunk_0001"", ""source_doc_id"": ""236cf920c1453e405bf28d7d70c53034a5ac6fa8"", ""document_id"": ""236cf920c1453e405bf28d7d70c53034a5ac6fa8"", ""source_link"": ""https://www.semanticscholar.org/paper/236cf920c1453e405bf28d7d70c53034a5ac6fa8"", ""micro_topic_probability"": 1.0, ""snippet"": ""In Distributed Computing approach, it is followed to assign a job to a processor if it is idle. The focus is now on how to optimize resources to decrease the energy consumption by volumes of computing equipments to deal with green and sustainability issues. So that to save environment from Global Warming and utilizing the resources efficiently. This process ..."", ""is_truncated"": true}, {""year"": 2010, ""source"": ""academic"", ""chunk_id"": ""paper::6cd88fb73cdece9ae16a8a6e73dd4373d6018eb6::chunk_0001"", ""source_doc_id"": ""6cd88fb73cdece9ae16a8a6e73dd4373d6018eb6"", ""document_id"": ""6cd88fb73cdece9ae16a8a6e73dd4373d6018eb6"", ""source_link"": ""https://www.semanticscholar.org/paper/6cd88fb73cdece9ae16a8a6e73dd4373d6018eb6"", ""micro_topic_probability"": 1.0, ""snippet"": ""In chemical and allied industries, process design sustainability has gained public concern in academia, industry, government agencies, and social groups. Over the past decade, a variety of sustainability indicators have been introduced, but with various challenges in application. It becomes clear that the industries need urgently practical tools for ..."", ""is_truncated"": true}, {""year"": 2010, ""source"": ""academic"", ""chunk_id"": ""paper::7a1d1254ef8251d863525b8767c56584b67153d7::chunk_0001"", ""source_doc_id"": ""7a1d1254ef8251d863525b8767c56584b67153d7"", ""document_id"": ""7a1d1254ef8251d863525b8767c56584b67153d7"", ""source_link"": ""https://www.semanticscholar.org/paper/7a1d1254ef8251d863525b8767c56584b67153d7"", ""micro_topic_probability"": 1.0, ""snippet"": ""The paper illustrates some aspects of energy conversion processes during underground electric train operation. Energy conversion processes are explained using exergy, in order to support transport system sustainability. Loss of exergy reflects a loss of potential of energy to do work. Following the notion that life in Nature demonstrates sustainable energy ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2011,"[""sustainably"", ""mining"", ""reuse"", ""conserving"", ""ores""]","[{""year"": 2011, ""source"": ""academic"", ""chunk_id"": ""paper::0e510f4f61ceb17faf5b726d10b74e3e9ac7595a::chunk_0001"", ""source_doc_id"": ""0e510f4f61ceb17faf5b726d10b74e3e9ac7595a"", ""document_id"": ""0e510f4f61ceb17faf5b726d10b74e3e9ac7595a"", ""source_link"": ""https://www.semanticscholar.org/paper/0e510f4f61ceb17faf5b726d10b74e3e9ac7595a"", ""micro_topic_probability"": 1.0, ""snippet"": ""Mine wastes are unwanted, currently uneconomic, solid and liquid materials found at or near mine sites. Volumetrically they are one of the world's largest waste streams, and they often contain high concentrations of elements and compounds that can have severe effects on ecosystems and humans. Multidisciplinary research on mine wastes focuses on ..."", ""is_truncated"": true}, {""year"": 2011, ""source"": ""academic"", ""chunk_id"": ""paper::1c812603c37e5bad31a9443d01c2aff929cce86c::chunk_0001"", ""source_doc_id"": ""1c812603c37e5bad31a9443d01c2aff929cce86c"", ""document_id"": ""1c812603c37e5bad31a9443d01c2aff929cce86c"", ""source_link"": ""https://www.semanticscholar.org/paper/1c812603c37e5bad31a9443d01c2aff929cce86c"", ""micro_topic_probability"": 1.0, ""snippet"": ""Thermodynamics plays an important role to perform the energy and exergy analyses of the industrial processes. The first law is widely used in engineering practice and is the basis of the heat‐balance method of analysis that is commonly used in energy systems performance analysis. However, the second law involves the reversibility or irreversibility of ..."", ""is_truncated"": true}, {""year"": 2011, ""source"": ""academic"", ""chunk_id"": ""paper::2fae7a326b64c96829370a08a2f637ebc0bc2033::chunk_0001"", ""source_doc_id"": ""2fae7a326b64c96829370a08a2f637ebc0bc2033"", ""document_id"": ""2fae7a326b64c96829370a08a2f637ebc0bc2033"", ""source_link"": ""https://www.semanticscholar.org/paper/2fae7a326b64c96829370a08a2f637ebc0bc2033"", ""micro_topic_probability"": 1.0, ""snippet"": ""Exergy concepts and exergy based methods offer an insight to the understanding of sustainable energy engineering. The utilization of energy and other resources by applying physical concept as exergy and exergy based methods and the value of these tools in the design are presented, in particular Life Cycle Exergy Analysis (LCEA). LCEA is applied to a typical ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2012,"[""landfill"", ""ecological"", ""circularity"", ""costing"", ""material""]","[{""year"": 2012, ""source"": ""academic"", ""chunk_id"": ""paper::0406df815979abdf6fb321bab884018d8efca57d::chunk_0001"", ""source_doc_id"": ""0406df815979abdf6fb321bab884018d8efca57d"", ""document_id"": ""0406df815979abdf6fb321bab884018d8efca57d"", ""source_link"": ""https://www.semanticscholar.org/paper/0406df815979abdf6fb321bab884018d8efca57d"", ""micro_topic_probability"": 1.0, ""snippet"": ""This article is located within a broad body of literature concerned with environmental accounting and critical ofthe current role of accounting. The main purpose of this paper is to analyze the available literature based on theEnvironmental accounting (green accounting) and sustainability and to understand how it has been studied andevaluated by different ..."", ""is_truncated"": true}, {""year"": 2012, ""source"": ""academic"", ""chunk_id"": ""paper::0f90268d28731b8a8fb5209258f578231271e56e::chunk_0001"", ""source_doc_id"": ""0f90268d28731b8a8fb5209258f578231271e56e"", ""document_id"": ""0f90268d28731b8a8fb5209258f578231271e56e"", ""source_link"": ""https://www.semanticscholar.org/paper/0f90268d28731b8a8fb5209258f578231271e56e"", ""micro_topic_probability"": 1.0, ""snippet"": ""Purpose - The purpose of this paper is to identify an effective management accounting system using sustainability accounting concepts for environmental and social cost measurement to add shareholder value. Suggestions from literature show that there is a need for a conceptual framework for environmental management accounting (EMA) and social management ..."", ""is_truncated"": true}, {""year"": 2012, ""source"": ""academic"", ""chunk_id"": ""paper::19c3641e6dbb22dfc88a36d601e0ae4606316682::chunk_0001"", ""source_doc_id"": ""19c3641e6dbb22dfc88a36d601e0ae4606316682"", ""document_id"": ""19c3641e6dbb22dfc88a36d601e0ae4606316682"", ""source_link"": ""https://www.semanticscholar.org/paper/19c3641e6dbb22dfc88a36d601e0ae4606316682"", ""micro_topic_probability"": 1.0, ""snippet"": ""the german metal industry is confronted with an enforcing international competition, rising prices of energy and commodities, the increasing relevance of sustainable economy, political demands and incentives such as emission trading. to meet these challenges it is essential for companies to further improve resource and energy efficiency and to reduce co 2 ..."", ""is_truncated"": true}]",True
academic_T2::academic_T2_PG03,2013,"[""remanufacturing"", ""materials"", ""recycling"", ""infrastructure"", ""reuse""]","[{""year"": 2013, ""source"": ""academic"", ""chunk_id"": ""paper::0ebfb1ee6c7b9e30bc99be99e5e2e974b4a7f81e::chunk_0001"", ""source_doc_id"": ""0ebfb1ee6c7b9e30bc99be99e5e2e974b4a7f81e"", ""document_id"": ""0ebfb1ee6c7b9e30bc99be99e5e2e974b4a7f81e"", ""source_link"": ""https://www.semanticscholar.org/paper/0ebfb1ee6c7b9e30bc99be99e5e2e974b4a7f81e"", ""micro_topic_probability"": 1.0, ""snippet"": ""Purpose - The purpose of this paper is to investigate the body of literature on environmental management accounting (EMA) and provides a quantitative overview of the academic as well as the professional literature constituting the field. By doing so, the paper discusses whether EMA has developed as a discipline. Design/methodology/approach - Based on a ..."", ""is_truncated"": true}, {""year"": 2013, ""source"": ""academic"", ""chunk_id"": ""paper::132557d7b90901275e98bd9603082ffda8fe3cf0::chunk_0001"", ""source_doc_id"": ""132557d7b90901275e98bd9603082ffda8fe3cf0"", ""document_id"": ""132557d7b90901275e98bd9603082ffda8fe3cf0"", ""source_link"": ""https://www.semanticscholar.org/paper/132557d7b90901275e98bd9603082ffda8fe3cf0"", ""micro_topic_probability"": 1.0, ""snippet"": ""The chemical industry is one of the most important business sectors, not only economically, but also societally; as it allows humanity to attain higher standards and quality of life. Simultaneously, chemical products and processes can be the origin of potential human health and environmental issues, incurring economic costs, and raising social concerns. An ..."", ""is_truncated"": true}, {""year"": 2013, ""source"": ""academic"", ""chunk_id"": ""paper::3d95c26eee954b80f40ad53d14b25beda1377e3b::chunk_0001"", ""source_doc_id"": ""3d95c26eee954b80f40ad53d14b25beda1377e3b"", ""document_id"": ""3d95c26eee954b80f40ad53d14b25beda1377e3b"", ""source_link"": ""https://www.semanticscholar.org/paper/3d95c26eee954b80f40ad53d14b25beda1377e3b"", ""micro_topic_probability"": 1.0, ""snippet"": ""Walter l. Pohl. 2011. Wiley-Blackwell. Pp. 663. ISBN 978-1-4443-3663-4 (paperback). Price: US$99.95. This volume, available in both hardcover and paperback, is an English translation of the fifth edition of the German language text Mineralische und Energie-Rohstoffe. The book provides an extensive overview of natural resources and societal issues associated ..."", ""is_truncated"": true}]",True
