relation_id,macro_topic,macro_topic_name,corporate_topic_label,external_source,external_relation_label,external_topic_label,external_final_merge_group_id,corporate_unique_document_count,external_unique_document_count,spearman_r,spearman_p,corporate_first_active_year,external_first_active_year,first_active_year_gap,corporate_peak_year,external_peak_year,peak_year_gap,peak_analysis_result,external_prior_exposure_3y_sum,external_prior_exposure_3y_mean,corporate_onset_prevalence,corporate_following_3y_max_prevalence,corporate_later_growth_3y,prior_exposure_later_growth_pattern
individual::0011,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Evolution of Electrochemical Energy Storage Materials,Evolution of Electrochemical Energy Storage Materials,academic_T1_PG01,63,6632,0.4612539270296537,0.0267362312166439,2007,2000,7.0,2023,2023,0.0,Synchronous peak (corporate peak: 2023; external peak: 2023; gap: 0),0.5125438596491227,0.1708479532163742,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0012,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Evolution of Net Zero Energy Building Concepts,Evolution of Net Zero Energy Building Concepts,academic_T1_S075,63,87,0.1350570013993779,0.5389406827840026,2007,2004,3.0,2023,2004,19.0,External peaks before corporate (corporate peak: 2023; external peak: 2004; gap: 19),0.0416666666666666,0.0138888888888888,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0013,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Evolution of Participatory Stakeholder Engagement in Energy Transitions,Evolution of Participatory Stakeholder Engagement in Energy Transitions,academic_T1_PG04,63,3525,-0.8003815407757449,4.526255984184241e-06,2007,2000,7.0,2023,2003,20.0,External peaks before corporate (corporate peak: 2023; external peak: 2003; gap: 20),1.0337719298245616,0.3445906432748538,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0014,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Fintech and Sustainable Energy Financing Mechanisms,Fintech and Sustainable Energy Financing Mechanisms,academic_T1_S090,63,56,0.2351820100249659,0.2800366653997971,2007,2010,-3.0,2023,2010,13.0,External peaks before corporate (corporate peak: 2023; external peak: 2010; gap: 13),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0015,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Fusion and Advanced Reactor Trajectories,Fusion and Advanced Reactor Trajectories,academic_T1_S058,63,119,-0.2374221908825853,0.2753474140987299,2007,2001,6.0,2023,2004,19.0,External peaks before corporate (corporate peak: 2023; external peak: 2004; gap: 19),0.1976315789473684,0.0658771929824561,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0016,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Geothermal Resource Assessment and Application in Subsurface Systems,Geothermal Resource Assessment and Application in Subsurface Systems,academic_T1_S031,63,178,0.0083703304668936,0.9697637629318334,2007,2006,1.0,2023,2011,12.0,External peaks before corporate (corporate peak: 2023; external peak: 2011; gap: 12),0.02,0.0066666666666666,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0017,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Inductive/Electromagnetic WPT for EVs,Inductive/Electromagnetic WPT for EVs,academic_T1_S041,63,160,0.8224915569155509,1.464469134667489e-06,2007,2016,-9.0,2023,2025,-2.0,Corporate peaks before external (corporate peak: 2023; external peak: 2025; gap: -2),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0018,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Interdisciplinary STEM Education in Energy Systems,Interdisciplinary STEM Education in Energy Systems,academic_T1_S034,63,170,-0.1550985459950838,0.4797901983492638,2007,2003,4.0,2023,2003,20.0,External peaks before corporate (corporate peak: 2023; external peak: 2003; gap: 20),0.0463157894736842,0.015438596491228,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0019,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,MCDM Application in Energy Assessment,MCDM Application in Energy Assessment,academic_T1_S008,63,455,0.291620547592968,0.1769728665279898,2007,2004,3.0,2023,2016,7.0,External peaks before corporate (corporate peak: 2023; external peak: 2016; gap: 7),0.0416666666666666,0.0138888888888888,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0020,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Oceanographic Waves and Marine Energy Technology,Oceanographic Waves and Marine Energy Technology,academic_T1_PG10,63,197,0.2139175257731959,0.3270324505044711,2007,2002,5.0,2023,2002,21.0,External peaks before corporate (corporate peak: 2023; external peak: 2002; gap: 21),0.0526315789473684,0.0175438596491228,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0021,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,PV-based Microgrid Development and Optimization,PV-based Microgrid Development and Optimization,academic_T1_PG05,63,953,0.6586889625438104,0.0006317491528717,2007,2005,2.0,2023,2020,3.0,External peaks before corporate (corporate peak: 2023; external peak: 2020; gap: 3),0.0663157894736842,0.0221052631578947,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0022,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Piezoelectric Energy Harvesting Evolution,Piezoelectric Energy Harvesting Evolution,academic_T1_PG07,63,671,0.5563612881904103,0.0058334838355531,2007,2007,0.0,2023,2015,8.0,External peaks before corporate (corporate peak: 2023; external peak: 2015; gap: 8),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0023,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Renewable Energy Integration in Desalination,Renewable Energy Integration in Desalination,academic_T1_S017,63,274,-0.0575875101289675,0.7940965644389658,2007,2004,3.0,2023,2010,13.0,External peaks before corporate (corporate peak: 2023; external peak: 2010; gap: 13),0.0416666666666666,0.0138888888888888,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0024,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Renewable Energy Pathways and System Integration for Decarbonization,Renewable Energy Pathways and System Integration for Decarbonization,academic_T1_PG06,63,785,-0.5888245878689453,0.0031167956307461,2007,2000,7.0,2023,2000,23.0,External peaks before corporate (corporate peak: 2023; external peak: 2000; gap: 23),0.174298245614035,0.0580994152046783,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0025,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Solar PV Integration and Sustainability in Brazil,Solar PV Integration and Sustainability in Brazil,academic_T1_S077,63,74,0.1988785652459189,0.3629632084035767,2007,2006,1.0,2023,2006,17.0,External peaks before corporate (corporate peak: 2023; external peak: 2006; gap: 17),0.02,0.0066666666666666,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0026,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Sustainable Propulsion Transition in Aerospace and UAVs,Sustainable Propulsion Transition in Aerospace and UAVs,academic_T1_S038,63,166,0.5810458618315407,0.003643113532709,2007,2010,-3.0,2023,2020,3.0,External peaks before corporate (corporate peak: 2023; external peak: 2020; gap: 3),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0027,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,Turbine Aerodynamics and Design Evolution (HAWT/VAWT),Turbine Aerodynamics and Design Evolution (HAWT/VAWT),academic_T1_S063,63,116,0.4402158928649361,0.0355373590836384,2007,2012,-5.0,2023,2012,11.0,External peaks before corporate (corporate peak: 2023; external peak: 2012; gap: 11),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0028,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,academic,V2G and EV Integration Evolution,V2G and EV Integration Evolution,academic_T1_PG03,63,1735,0.7484200637087409,4.0047500221339446e-05,2007,2002,5.0,2023,2024,-1.0,Corporate peaks before external (corporate peak: 2023; external peak: 2024; gap: -1),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0029,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,media,Advanced Energy Storage Systems Evolution,Advanced Energy Storage Systems Evolution,media_T1_S006,63,64,0.3871137510145457,0.0680154656663032,2007,2007,0.0,2023,2017,6.0,External peaks before corporate (corporate peak: 2023; external peak: 2017; gap: 6),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0030,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,media,Australian Renewable Energy Policy and Infrastructure Evolution,Australian Renewable Energy Policy and Infrastructure Evolution,media_T1_S003,63,162,0.6956304243897646,0.0002283612650016,2007,2011,-4.0,2023,2024,-1.0,Corporate peaks before external (corporate peak: 2023; external peak: 2024; gap: -1),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0031,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,media,Evolution of Smart Energy Monitoring and Grid Integration,Evolution of Smart Energy Monitoring and Grid Integration,media_T1_S009,63,57,-0.1207809916432842,0.5830334381178466,2007,2007,0.0,2023,2010,13.0,External peaks before corporate (corporate peak: 2023; external peak: 2010; gap: 13),0.0,0.0,0.1666666666666666,0.0769230769230769,-0.0897435897435897,no_prior_external_exposure_no_later_corporate_growth
individual::0032,T1,Clean energy transition,Evolution of Demand Drivers in Energy Transition,media,Renewable Energy Transition Challenges and Policy Debates,Renewable Energy Transition Challenges and Policy Debates,media_T1_PG01,63,1093,-0.3411462304945797,0.1111470735757059,2007,2000,7.0,2023,2025,-2.0,Corporate peaks before external (corporate peak: 2023; external peak: 2025; gap: -2),2.5844444444444443,0.8614814814814814,0.1666666666666666,0.0769230769230769,-0.0897435897435897,external_prior_exposure_without_later_corporate_growth
individual::0033,T2,Operational sustainability and circular production,Commercialization Pathway of Processed Coal and Feedstocks,academic,Cellulose Nanomaterials in Paper and Composites,Cellulose Nanomaterials in Paper and Composites,academic_T2_S076,22,67,0.3259949426439601,0.1117620322096964,2007,2008,-1.0,2007,2010,-3.0,Corporate peaks before external (corporate peak: 2007; external peak: 2010; gap: -3),0.0,0.0,0.1666666666666666,0.1428571428571428,-0.0238095238095238,no_prior_external_exposure_no_later_corporate_growth
individual::0034,T2,Operational sustainability and circular production,Commercialization Pathway of Processed Coal and Feedstocks,academic,LCA Application in Biorefinery Sustainability Assessment,LCA Application in Biorefinery Sustainability Assessment,academic_T2_S010,22,379,0.3549044342206022,0.0817086188547732,2007,2003,4.0,2007,2011,-4.0,Corporate peaks before external (corporate peak: 2007; external peak: 2011; gap: -4),0.0369623655913978,0.0123207885304659,0.1666666666666666,0.1428571428571428,-0.0238095238095238,external_prior_exposure_without_later_corporate_growth
individual::0035,T2,Operational sustainability and circular production,Commercialization Pathway of Processed Coal and Feedstocks,academic,Sustainable Manufacturing Processes in Metalworking,Sustainable Manufacturing Processes in Metalworking,academic_T2_PG08,22,343,-0.1011830684155633,0.6303369422241852,2007,2003,4.0,2007,2006,1.0,External peaks before corporate (corporate peak: 2007; external peak: 2006; gap: 1),0.032258064516129,0.010752688172043,0.1666666666666666,0.1428571428571428,-0.0238095238095238,external_prior_exposure_without_later_corporate_growth
individual::0036,T2,Operational sustainability and circular production,Commercialization Pathway of Processed Coal and Feedstocks,academic,Transport Emissions and Sustainable Mobility Assessment,Transport Emissions and Sustainable Mobility Assessment,academic_T2_PG01,22,2252,0.2565246244284737,0.2157908555422389,2007,2000,7.0,2007,2014,-7.0,Corporate peaks before external (corporate peak: 2007; external peak: 2014; gap: -7),0.3766373411534702,0.12554578038449,0.1666666666666666,0.1428571428571428,-0.0238095238095238,external_prior_exposure_without_later_corporate_growth
individual::0037,T2,Operational sustainability and circular production,Regulatory evolution of fracking wastewater management,academic,Biosorption and Adsorption of Pollutants in Wastewater,Biosorption and Adsorption of Pollutants in Wastewater,academic_T2_PG04,40,1041,-0.1704475268383222,0.4153054646123878,2011,2000,11.0,2025,2009,16.0,External peaks before corporate (corporate peak: 2025; external peak: 2009; gap: 16),0.3878321256038647,0.1292773752012882,0.08,0.1081081081081081,0.0281081081081081,external_prior_exposure_with_later_corporate_growth
individual::0038,T2,Operational sustainability and circular production,Regulatory evolution of fracking wastewater management,academic,Evolution of Sustainability Assessment Frameworks for Water Infrastructure,Evolution of Sustainability Assessment Frameworks for Water Infrastructure,academic_T2_S088,40,54,-0.4370753971358572,0.0289088253113994,2011,2000,11.0,2025,2002,23.0,External peaks before corporate (corporate peak: 2025; external peak: 2002; gap: 23),0.0500560731538992,0.0166853577179664,0.08,0.1081081081081081,0.0281081081081081,external_prior_exposure_with_later_corporate_growth
individual::0039,T2,Operational sustainability and circular production,Regulatory evolution of fracking wastewater management,academic,Petroleum Production Water Management and Treatment,Petroleum Production Water Management and Treatment,academic_T2_S024,40,211,0.1806252546724367,0.3875723210606008,2011,2000,11.0,2025,2000,25.0,External peaks before corporate (corporate peak: 2025; external peak: 2000; gap: 25),0.0,0.0,0.08,0.1081081081081081,0.0281081081081081,corporate_growth_without_prior_external_exposure
individual::0040,T2,Operational sustainability and circular production,Substance Liability and Regulatory Compliance,academic,Chemical Safety and Risk Management Evolution,Chemical Safety and Risk Management Evolution,academic_T2_S021,96,245,0.0011551798235117,0.9956274736262952,2002,2000,2.0,2003,2003,0.0,Synchronous peak (corporate peak: 2003; external peak: 2003; gap: 0),0.1514726507713885,0.0757363253856942,0.3333333333333333,0.4,0.0666666666666667,external_prior_exposure_with_later_corporate_growth
individual::0041,T3,"Sustainable products, services and consumption",Biochar/Biofraction Production via Pyrolysis,academic,Bioplastic and Biopolymer Development and Application,Bioplastic and Biopolymer Development and Application,academic_T3_PG04,6,6939,-0.1947561030523978,0.3975642459903512,2012,2000,12.0,2012,2008,4.0,External peaks before corporate (corporate peak: 2012; external peak: 2008; gap: 4),0.3622200409534176,0.1207400136511392,0.1428571428571428,0.0,-0.1428571428571428,external_prior_exposure_without_later_corporate_growth
individual::0042,T3,"Sustainable products, services and consumption",Biochar/Biofraction Production via Pyrolysis,academic,Green HPLC and Chromatographic Techniques,Green HPLC and Chromatographic Techniques,academic_T3_S167,6,83,0.0456029467588034,0.8443878694199277,2012,2009,3.0,2012,2025,-13.0,Corporate peaks before external (corporate peak: 2012; external peak: 2025; gap: -13),0.0046930247508839,0.0015643415836279,0.1428571428571428,0.0,-0.1428571428571428,external_prior_exposure_without_later_corporate_growth
individual::0043,T3,"Sustainable products, services and consumption",Biochar/Biofraction Production via Pyrolysis,academic,Ruminant Feed Utilization and GHG Mitigation,Ruminant Feed Utilization and GHG Mitigation,academic_T3_S090,6,168,0.3988022402828693,0.0733285662577773,2012,2000,12.0,2012,2000,12.0,External peaks before corporate (corporate peak: 2012; external peak: 2000; gap: 12),0.0027322404371584,0.0009107468123861,0.1428571428571428,0.0,-0.1428571428571428,external_prior_exposure_without_later_corporate_growth
individual::0044,T3,"Sustainable products, services and consumption",Biochar/Biofraction Production via Pyrolysis,academic,Sustainable Acoustic Composites Development,Sustainable Acoustic Composites Development,academic_T3_S142,6,106,0.1600574013691336,0.4882776459184776,2012,2006,6.0,2012,2006,6.0,External peaks before corporate (corporate peak: 2012; external peak: 2006; gap: 6),0.0017889087656529,0.0005963029218843,0.1428571428571428,0.0,-0.1428571428571428,external_prior_exposure_without_later_corporate_growth
individual::0045,T3,"Sustainable products, services and consumption",Biochar/Biofraction Production via Pyrolysis,academic,Sustainable Catalysis and Green Chemistry Evolution,Sustainable Catalysis and Green Chemistry Evolution,academic_T3_PG07,6,1236,-0.3190870081260268,0.1585762503762394,2012,2000,12.0,2012,2003,9.0,External peaks before corporate (corporate peak: 2012; external peak: 2003; gap: 9),0.1368822270102797,0.0456274090034265,0.1428571428571428,0.0,-0.1428571428571428,external_prior_exposure_without_later_corporate_growth
individual::0046,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Consumer Willingness to Pay for Sustainable Horticultural Products,Consumer Willingness to Pay for Sustainable Horticultural Products,academic_T3_S201,18,50,0.40445931772897,0.0689750141070028,2010,2009,1.0,2011,2010,1.0,External peaks before corporate (corporate peak: 2011; external peak: 2010; gap: 1),0.0027322404371584,0.0009107468123861,0.1666666666666666,0.3333333333333333,0.1666666666666667,external_prior_exposure_with_later_corporate_growth
individual::0047,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Evolution of Consumer Drivers for Sustainable Food Purchases,Evolution of Consumer Drivers for Sustainable Food Purchases,academic_T3_PG09,18,2036,0.1485991533592452,0.5203190690848765,2010,2002,8.0,2011,2012,-1.0,Corporate peaks before external (corporate peak: 2011; external peak: 2012; gap: -1),0.0262577395117221,0.0087525798372407,0.1666666666666666,0.3333333333333333,0.1666666666666667,external_prior_exposure_with_later_corporate_growth
individual::0048,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Evolution of GI Focus: From Theory to Global Sustainability,Evolution of GI Focus: From Theory to Global Sustainability,academic_T3_S227,18,52,0.2421561328110208,0.2902416902824029,2010,2010,0.0,2011,2017,-6.0,Corporate peaks before external (corporate peak: 2011; external peak: 2017; gap: -6),0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666667,corporate_growth_without_prior_external_exposure
individual::0049,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Evolution of Greenwashing Discourse,Evolution of Greenwashing Discourse,academic_T3_S099,18,153,0.2064071125322383,0.3693569159629191,2010,2011,-1.0,2011,2025,-14.0,Corporate peaks before external (corporate peak: 2011; external peak: 2025; gap: -14),0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666667,corporate_growth_without_prior_external_exposure
individual::0050,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,"Evolution of Halalness, Ijtihad, and Traceability in Academic Discourse","Evolution of Halalness, Ijtihad, and Traceability in Academic Discourse",academic_T3_S125,18,122,0.1879994158748653,0.4144527658143261,2010,2015,-5.0,2011,2025,-14.0,Corporate peaks before external (corporate peak: 2011; external peak: 2025; gap: -14),0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666667,corporate_growth_without_prior_external_exposure
individual::0051,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Evolution of Sharing Economy Models and Sustainability Critiques,Evolution of Sharing Economy Models and Sustainability Critiques,academic_T3_S073,18,225,0.3749382740436154,0.0939911771654263,2010,2006,4.0,2011,2019,-8.0,Corporate peaks before external (corporate peak: 2011; external peak: 2019; gap: -8),0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666667,corporate_growth_without_prior_external_exposure
individual::0052,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Evolution of Sustainability in Gastronomy and Hospitality,Evolution of Sustainability in Gastronomy and Hospitality,academic_T3_S105,18,142,0.2380824184053438,0.2986822404367459,2010,2012,-2.0,2011,2016,-5.0,Corporate peaks before external (corporate peak: 2011; external peak: 2016; gap: -5),0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666667,corporate_growth_without_prior_external_exposure
individual::0053,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Food Waste Management Evolution,Food Waste Management Evolution,academic_T3_PG18,18,616,0.1551133468658962,0.5019818707122904,2010,2004,6.0,2011,2025,-14.0,Corporate peaks before external (corporate peak: 2011; external peak: 2025; gap: -14),0.0032258064516129,0.0010752688172043,0.1666666666666666,0.3333333333333333,0.1666666666666667,external_prior_exposure_with_later_corporate_growth
individual::0054,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Pandemic Impact on Consumer Behavior and Sustainability,Pandemic Impact on Consumer Behavior and Sustainability,academic_T3_S066,18,256,0.0758914024654178,0.7437023306123722,2010,2020,-10.0,2011,2022,-11.0,Corporate peaks before external (corporate peak: 2011; external peak: 2022; gap: -11),0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666667,corporate_growth_without_prior_external_exposure
individual::0055,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Sustainable Inventory Optimization under Uncertainty,Sustainable Inventory Optimization under Uncertainty,academic_T3_S124,18,125,0.1632908744900231,0.4794163253964912,2010,2009,1.0,2011,2019,-8.0,Corporate peaks before external (corporate peak: 2011; external peak: 2019; gap: -8),0.0027322404371584,0.0009107468123861,0.1666666666666666,0.3333333333333333,0.1666666666666667,external_prior_exposure_with_later_corporate_growth
individual::0056,T3,"Sustainable products, services and consumption",Consumer Market Dynamics and Competitive Pressure,academic,Sustainable Lighting Evolution: From Natural Light to Smart Systems,Sustainable Lighting Evolution: From Natural Light to Smart Systems,academic_T3_S091,18,179,0.1397010506455526,0.5458678809135569,2010,2000,10.0,2011,2000,11.0,External peaks before corporate (corporate peak: 2011; external peak: 2000; gap: 11),0.0098642968887713,0.0032880989629237,0.1666666666666666,0.3333333333333333,0.1666666666666667,external_prior_exposure_with_later_corporate_growth
individual::0057,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Cooperative Models and Sustainability Trajectories,Cooperative Models and Sustainability Trajectories,academic_T3_S186,41,70,0.2334125275909367,0.30854111194531,2008,2010,-2.0,2025,2014,11.0,External peaks before corporate (corporate peak: 2025; external peak: 2014; gap: 11),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0058,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Critical Evolution of the Bioeconomy Paradigm,Critical Evolution of the Bioeconomy Paradigm,academic_T3_S076,41,224,-0.0552266031640376,0.812064004925474,2008,2011,-3.0,2025,2015,10.0,External peaks before corporate (corporate peak: 2025; external peak: 2015; gap: 10),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
